agricultrendspricechangeregression.country,agricultrendspricechangeregression.crop,agricultrendspricechangeregression.coefficient,agricultrendspricechangeregression.intercept
Saudi Arabia,Tomatoes,-4.4509487437871216E-7,1.2544600500259287E-5
Bulgaria,Hops,2.5613520213082196E-5,1.6809134998701424E-4
China,Lentils,1.2577834566556613E-6,1.668545996862416E-5
Japan,Strawberries,2.4442976052034607E-5,5.216159121242514E-4
Algeria,Cucumbers and gherkins,-2.9236700794514208E-6,6.813605820448927E-6
Italy,Asparagus,1.0454246113653766E-5,1.6312956284235552E-4
Netherlands,Beans dry,-3.0664173080481625E-5,8.619802712969356E-5
Philippines,Grapes,-9.157554447806772E-5,2.8040472993541896E-4
Canada,Broad beans horse beans dry,-8.368319288091763E-6,-4.730947833126643E-6
Philippines,Oil palm fruit,5.503949569940563E-6,9.501437930560836E-5
Senegal,Fruit tropical fresh nes,-2.3989639777642383E-8,1.0415997613549711E-5
Tunisia,Pears,8.442523856379302E-6,1.344904923440102E-4
Brunei Darussalam,Eggplants aubergines,-1.7607249968721085E-6,4.0780381604807154E-5
Ecuador,Barley,-2.1944163202029133E-5,5.349761875580761E-4
Ukraine,Cucumbers and gherkins,9.564408242972299E-4,0.0014363163755229144
Spain,Asparagus,9.939362570163173E-7,4.125012827492961E-5
Nepal,Peaches and nectarines,6.012626137983056E-7,5.7854268193814635E-5
Saudi Arabia,Onions dry,4.714196220311218E-7,-1.2258364560343383E-5
Russian Federation,Carrots and turnips,2.3864252209547328E-5,4.266946188811929E-5
Costa Rica,Fruit fresh nes,6.596048531542401E-6,5.2559744994895956E-5
Slovakia,Flax fibre and tow,1.55402297112005E-6,2.1886578299353158E-4
Costa Rica,Maize,-4.1252688147650493E-5,1.5785645505120895E-4
Spain,Quinces,-7.057967588372266E-5,2.037646913855801E-4
Saint Vincent and the Grenadines,Nutmeg mace and cardamoms,2.0342634880263797E-7,1.0171317440131897E-6
Switzerland,Beans green,-4.020434476675063E-6,2.1987097307564985E-5
United States of America,Hops,-8.035873091646627E-5,1.76210932455022E-4
Austria,Barley,-1.8174982837026161E-6,4.133122361888073E-5
Turkey,Sunflower seed,-2.966053945044041E-5,8.854866973603905E-5
Albania,Barley,-1.38958819247487E-5,1.560105195081974E-5
Egypt,Nuts nes,3.327141793161741E-6,1.6241813764180312E-4
Cyprus,Peas green,-3.24727386354961E-5,3.682887628831581E-4
Fiji,Potatoes,-8.974735061122119E-10,2.825701933064197E-6
Guyana,Bananas,3.08640829189192E-5,1.3113102118115399E-5
Central African Republic,Maize,6.591682257249049E-6,5.0713713531342064E-5
Philippines,Asparagus,-4.2941687778903906E-5,1.1909100598318189E-4
Bulgaria,Flax fibre and tow,1.383074725103945E-5,4.831884068885215E-5
Honduras,Plantains and others,-2.1575380824207576E-6,3.4400563030552477E-4
Philippines,Potatoes,8.430760207477463E-7,3.013687342323398E-4
Egypt,Chillies and peppers dry,1.2598326654951704E-6,8.373470830062511E-5
Republic of Korea,Maize,6.6087416418476145E-6,1.9067840805965508E-4
Mali,Cow peas dry,1.9920618890135525E-7,3.9447364120255415E-6
France,Melons other inc.cantaloupes,-5.645460521573068E-7,1.247359193833869E-4
Syrian Arab Republic,Wheat,-3.3755442732850806E-5,2.8197916602576856E-4
South Africa,Lupins,6.413257157856473E-6,1.165380257938116E-4
Zambia,Cassava,-1.0116391159869992E-5,3.8257055136487494E-5
Ukraine,Fruit fresh nes,-1.3085561654644544E-4,2.458308100474759E-4
Russian Federation,Pumpkins squash and gourds,3.764778831604229E-5,1.3085698269660518E-4
Japan,Sweet potatoes,-3.7849814775677675E-5,2.0643749785175086E-4
South Africa,Fibre crops nes,6.539463349929149E-6,2.486761736853563E-4
Poland,Pulses nes,2.451735614876267E-5,1.6406508099849328E-4
Lithuania,Wheat,2.693229909750394E-5,1.3433302694005036E-4
Canada,Buckwheat,4.582215900054624E-6,3.842990617020386E-5
Guyana,Oranges,-1.5498807693306632E-5,5.272681178809726E-5
Mexico,Millet,-1.7470821796948078E-6,-5.678017084008125E-6
Canada,Onions dry,-4.923209325164213E-5,1.5249864611579996E-4
Colombia,Oranges,1.5634888821072274E-5,3.541528823772459E-4
Denmark,Raspberries,-9.494710212865773E-7,3.5047640312453496E-5
Morocco,Cherries,-1.4897225612623645E-5,1.4252826427666067E-4
Kazakhstan,Maize,-1.1739340538082537E-5,1.218106282517067E-4
Belize,Pineapples,7.322207628681953E-7,3.105286053861782E-5
Portugal,Carrots and turnips,-6.813169744927237E-5,4.2505606730900867E-4
Spain,Grain mixed,1.735262924421397E-7,5.4224686249531953E-5
Greece,Oranges,-6.554564004988969E-6,2.696213803173589E-4
Thailand,Oil palm fruit,7.893330083991035E-6,8.83890604056716E-5
Ethiopia,Peas green,-3.1628416068115544E-7,-5.014708286741798E-6
Argentina,Canary seed,-5.352958223551155E-5,0.0012007128308281912
United States of America,Coffee green,3.3564573096179216E-5,2.2864399762174354E-4
Kazakhstan,Cucumbers and gherkins,1.1561797869264311E-5,1.6582900465073128E-4
Denmark,Cherries sour,-3.95918907791369E-4,3.44747887703936E-4
Switzerland,Strawberries,2.265267347060477E-6,6.86057360554113E-4
Morocco,Pears,-1.7938959322972145E-5,7.426638301077025E-4
Burundi,Bananas,7.994309310732804E-6,5.137852025248323E-4
Belize,Potatoes,1.333020527119304E-6,-5.58979941038695E-6
Romania,Sunflower seed,1.9774366584702224E-5,3.4577832570002124E-4
Syrian Arab Republic,Cabbages and other brassicas,8.881527961810278E-5,3.94002692156457E-4
Mozambique,Seed cotton,-1.1346671896322896E-5,2.635320581870978E-4
Algeria,Peas dry,5.103183514932251E-6,1.9723868433119924E-4
Malawi,Sunflower seed,1.7502137108527378E-5,1.5498484342330778E-4
Viet Nam,Soybeans,1.21198880189276E-6,3.099742280309881E-5
Jamaica,Ginger,8.94742963065192E-6,1.8808426323236072E-4
Cameroon,Sugar cane,2.0979001622335472E-5,1.4323199512228485E-4
Morocco,Grapefruit inc. pomelos,-1.045395439363059E-6,8.195408815197525E-6
Turkey,Sugar beet,9.662044213309436E-6,3.080957712490126E-5
Bhutan,Spices nes,2.1290551818605275E-6,1.1504361841250037E-4
Lithuania,Pears,-7.571275902838952E-6,4.8293123776407824E-5
Suriname,Cucumbers and gherkins,2.469764711406578E-5,3.770580036782325E-4
Namibia,Sunflower seed,2.718670296352673E-5,3.1438279004188867E-4
Argentina,Oranges,4.764551885571052E-5,1.6756179033624154E-4
Nicaragua,Sugar cane,-1.196327788546815E-5,1.4396996973992243E-4
Malaysia,Watermelons,7.80457098478307E-6,5.559561297112712E-5
Belize,Onions shallots green,-2.7833691360628246E-6,-5.328163774748836E-6
Egypt,Pulses nes,-5.361923469905441E-6,-3.8261665707240755E-6
Myanmar,Cow peas dry,1.1910176108060857E-4,5.126783978233242E-4
Trinidad and Tobago,Okra,-2.116144504170174E-5,-3.174216756255261E-5
Honduras,Sorghum,1.4837920155775629E-5,2.3656126027254355E-4
Mexico,Fruit citrus nes,1.766183276986931E-6,3.330267477564131E-5
Bangladesh,Tomatoes,-9.744258788892619E-6,5.99593583171751E-5
Lebanon,Sorghum,5.547988855834273E-5,1.2021520988331262E-4
Bulgaria,Vegetables leguminous nes,1.0629814110221635E-6,6.567984975185885E-5
France,Broad beans horse beans dry,1.5478725415377073E-5,5.945489275645242E-5
Brazil,Tobacco unmanufactured,-2.8066437951825544E-7,3.596864693476509E-4
Maldives,Chillies and peppers green,-2.4252139292064275E-6,1.4194708879849777E-5
Jordan,Grapes,-7.245002309559777E-7,1.2045698231104566E-5
Zimbabwe,Sunflower seed,-8.191608660757763E-6,2.4488937988957247E-4
Bolivia (Plurinational State of),Quinces,2.7914217921860855E-5,5.619718665571879E-4
Czechia,Strawberries,2.834321860400393E-7,4.956559006183281E-5
Madagascar,Fruit fresh nes,1.912028314603953E-5,2.8659878903633426E-4
Jordan,Spinach,-1.064193497084343E-5,2.7229571779511125E-4
Bangladesh,Seed cotton,9.52288468226822E-6,2.160214486776077E-4
Congo,Bananas,5.254426501794321E-6,1.4843663639171108E-4
Armenia,Rye,7.000149456587208E-5,2.884458561187791E-5
Indonesia,Melons other inc.cantaloupes,-4.149983030752674E-7,-4.008838903693548E-6
Benin,Vegetables fresh nes,7.378524458014067E-8,1.0496956491673599E-5
Turkey,Peas dry,8.425668731804156E-6,2.957809669506E-4
Cameroon,Vegetables fresh nes,-7.111196202220918E-6,9.088506399281577E-5
Spain,Vegetables fresh nes,1.1546921134048322E-6,9.127574118155843E-5
Uruguay,Watermelons,1.0315962004904335E-5,0.001102642036949352
Peru,Jute,2.216301769947177E-5,5.030176208868304E-4
Malaysia,Mangoes mangosteens guavas,-5.1802399857215455E-6,5.337390510579632E-5
Lao People's Democratic Republic,Sesame seed,-2.341915958595267E-6,1.4562814069198235E-5
Iran (Islamic Republic of),Bananas,-1.0635964617037123E-5,4.856288931418746E-5
Tajikistan,Peas dry,6.08470050655887E-6,9.470750096058127E-5
Ireland,Cucumbers and gherkins,1.453140187872114E-4,9.30729376080329E-5
Guinea,Coffee green,-4.145840686235667E-6,8.065687183034066E-6
Pakistan,Groundnuts with shell,6.920084984440937E-6,2.211540462733369E-4
Hungary,Cabbages and other brassicas,-1.0719338693062792E-4,4.096371143231481E-4
Venezuela (Bolivarian Republic of),Tangerines mandarins clementines satsumas,1.867481806930831E-4,4.6460080620964886E-4
Austria,Walnuts with shell,4.221383466162865E-6,2.404193998662982E-5
Spain,Hazelnuts with shell,8.535882936300687E-5,2.0136477282588957E-4
Spain,Canary seed,1.484177620586245E-4,1.8953425685425468E-4
Suriname,Tomatoes,-6.987000118404283E-6,2.509410602460647E-4
Latvia,Cucumbers and gherkins,7.36939675368267E-6,3.40591880546756E-5
Republic of Korea,Wheat,-4.3332323613766926E-5,8.348056339530044E-5
Algeria,Tomatoes,1.6394931413440938E-5,2.3090084915958458E-4
Togo,Coconuts,1.3335583422347271E-6,1.0501691042684134E-4
Georgia,Peas dry,-2.5888260052912107E-6,2.566611507221912E-5
Turkey,Rye,-2.9408778383830363E-5,8.872567165330637E-4
Bhutan,Pumpkins squash and gourds,1.0229165209827108E-5,7.293460312524685E-5
Indonesia,Coconuts,1.915510674225012E-6,6.0465528294860154E-5
Timor-Leste,Cassava,0.0,0.0
India,Pears,5.391643357846094E-6,8.845165078714132E-5
Egypt,Bananas,1.306161481326142E-5,1.271040537173142E-4
Hungary,Carrots and turnips,-7.482417376260008E-5,2.088746609450222E-4
Suriname,Coconuts,-2.605949940787235E-6,1.6569275620697605E-4
Spain,Hemp tow waste,9.918320218765646E-6,2.143848122790777E-4
Ukraine,Cereals nes,3.354550052293683E-6,1.9103712987805372E-5
Colombia,Rice paddy,-1.1750574396047345E-5,1.838719707209675E-4
Guinea,Sorghum,2.5362991311423102E-8,1.0872823324487115E-6
Hungary,Rapeseed,5.778479590895633E-5,4.0225240357328923E-4
Ireland,Sugar beet,-8.840247964847325E-6,-1.6337953921367972E-5
Ghana,Pulses nes,1.3334715253495135E-5,1.4575580940026916E-4
Burundi,Tobacco unmanufactured,-9.690422816789173E-5,5.001430552460043E-4
Netherlands,Broad beans horse beans dry,-1.765659055920142E-5,1.745539733039882E-5
Saint Lucia,Coconuts,2.7619076869828124E-5,1.6017650064320893E-4
Myanmar,Sweet potatoes,1.591683486152872E-6,6.432391342656865E-5
Luxembourg,Potatoes,1.2775919357791537E-7,1.2264541665018022E-6
China,Apples,9.531988226819073E-5,3.397318145497782E-4
Italy,Rice paddy,-5.69128623690784E-6,1.5985972003494553E-4
Denmark,Peas dry,-2.9284300466829222E-5,4.024707722162786E-4
Bhutan,Vegetables fresh nes,3.305884916586904E-6,1.0654043383588522E-4
Greece,Hazelnuts with shell,-3.9808271043390025E-5,2.724922251183771E-4
Fiji,Yams,4.0025363597487005E-6,1.1368157344911762E-5
Finland,Currants,-4.090916558612676E-6,1.8994880089347513E-4
United States of America,Almonds with shell,-1.879266054436243E-4,2.525877015633781E-4
United Kingdom of Great Britain and Northern Ireland,Rye,2.8450972480949704E-6,2.1569855996554643E-4
Slovakia,Watermelons,1.758755310286105E-5,5.64677219494161E-4
Netherlands,Strawberries,-5.395858759563546E-6,6.585941210934381E-5
Cyprus,Cow peas dry,-3.1441099008028256E-5,1.837443805479897E-4
Switzerland,Fruit fresh nes,-7.989145120533021E-6,-3.508850612467726E-5
Estonia,Apples,2.458302519445382E-6,8.046574834028581E-5
Mozambique,Maize,3.883810450598088E-5,3.6173947112065716E-4
United Republic of Tanzania,Maize,-1.2927192159185685E-5,4.202264533927262E-5
Germany,Asparagus,-1.4505845561073634E-5,8.593609375195951E-6
Australia,Linseed,9.474420221369322E-5,2.0897347780431976E-4
Republic of Korea,Watermelons,7.985704294399582E-6,5.511210156083515E-4
Algeria,Dates,1.0052658330595763E-5,2.0452085672470564E-4
Bulgaria,Oats,5.620110241667152E-5,1.2943718286462176E-4
Switzerland,Chillies and peppers green,-2.4637541326918537E-7,-7.746295314138965E-6
Albania,Figs,9.661885083849402E-5,7.419257970589223E-5
Israel,Carrots and turnips,3.560163820363651E-5,8.5086079877457E-4
United Republic of Tanzania,Oranges,-1.4973443599364353E-5,9.937662265116041E-5
Myanmar,Beans dry,1.866539043721106E-5,2.40729414652998E-4
Ecuador,Maize,-2.3867296969183405E-6,1.743535639257011E-4
Ukraine,Raspberries,2.8316181033458595E-6,5.6170090526549065E-5
Bangladesh,Lemons and limes,-3.908547377625545E-6,2.812078019789043E-4
Philippines,Fruit tropical fresh nes,3.3246980802760433E-6,1.841838946604348E-5
Costa Rica,Lettuce and chicory,-4.703888221607545E-6,1.5997737690117265E-6
Albania,Tomatoes,-9.143202765177451E-7,3.172872986671552E-5
Malawi,Pineapples,3.108967534941569E-7,3.6079926631970887E-5
Ghana,Mangoes mangosteens guavas,-1.3937710803667767E-5,4.943494234773856E-4
Algeria,Sunflower seed,-1.4624429018923984E-5,5.3628777876751865E-5
Brazil,Potatoes,-5.1559707786020566E-6,1.259583266794671E-4
Fiji,Eggplants aubergines,-2.0732020743714737E-5,1.931844958180556E-5
Cabo Verde,Cabbages and other brassicas,1.0638305764112558E-5,6.0254263808796175E-5
Sweden,Cucumbers and gherkins,-2.0582507414457193E-5,1.4216339657994155E-4
United Kingdom of Great Britain and Northern Ireland,Strawberries,2.023401802032691E-5,1.554463530351166E-4
Eritrea,Beans dry,-3.065250698357076E-6,2.41086233159992E-5
Portugal,Peas green,1.0990537591354674E-5,1.467862200391314E-4
Georgia,Plums and sloes,5.190330395629142E-6,1.7741462307216922E-4
United States of America,Potatoes,-2.7660813625647266E-5,1.31037226224662E-4
Philippines,Onions shallots green,6.359187473020999E-6,1.4095677135901536E-6
Egypt,Taro cocoyam,8.991681459526053E-5,5.360162457505658E-4
Ethiopia,Sweet potatoes,1.2301680664323437E-5,8.881787385952958E-5
Australia,Figs,-3.059146706237891E-5,1.7909036371146277E-4
Madagascar,Sweet potatoes,-8.775887958656028E-5,7.270684008533742E-4
Togo,Sweet potatoes,6.65892608660551E-5,1.3219730498400547E-4
Estonia,Potatoes,-3.273506195608908E-5,1.3032270951519827E-4
Tajikistan,Grapes,8.615569801069908E-6,1.4152672302851445E-4
China,Jute,-3.231209281144596E-5,2.6258309527002363E-4
Madagascar,Sisal,2.802223772368383E-5,3.305383423850893E-4
Jordan,Vetches,1.2183455514578508E-4,1.8004426730736933E-4
Ethiopia,Carrots and turnips,2.3038426363148235E-6,7.227173534063466E-5
Israel,Vegetables leguminous nes,1.702092398805323E-5,8.517452206143237E-4
Belgium,Peas green,1.6464705223884955E-6,8.96777326194815E-6
North Macedonia,Oats,7.313497393113913E-6,2.2283357225548112E-4
United States of America,Onions dry,-4.7315520623091015E-6,2.1331289605101086E-5
Morocco,Rapeseed,1.697149615132747E-5,4.647343974220178E-5
United States of America,Lettuce and chicory,-2.1164541897281397E-5,5.615753268570062E-4
Tajikistan,Potatoes,1.8274103005237242E-6,5.099303650387251E-5
Brazil,Soybeans,4.734580589769575E-5,4.6456213828349074E-4
Hungary,Chillies and peppers dry,6.060865355437475E-6,2.752559156110805E-4
Paraguay,Melons other inc.cantaloupes,-3.3756489794234604E-6,3.268919113242343E-4
Tunisia,Fruit stone nes,9.802453184359605E-7,1.1034240695707212E-5
Sweden,Strawberries,2.0642749025037168E-5,5.543947807513144E-5
Jamaica,Sweet potatoes,-9.311117972062316E-5,7.616949787382655E-4
Costa Rica,Seed cotton,9.085060441138746E-5,3.840417511121741E-5
Mexico,Garlic,5.444673910505106E-5,6.425064265429033E-4
Russian Federation,Currants,7.0139261870242236E-6,1.636037042171029E-4
Mauritius,Sugar cane,3.442087403492067E-5,1.8264742347770446E-4
Morocco,Fruit tropical fresh nes,1.4631002558288611E-6,4.215177192977146E-6
Switzerland,Rye,-1.885816897515581E-5,-1.2106309037642086E-5
Armenia,Peas green,2.2693177157931432E-4,4.707833526024052E-5
United States of America,Eggplants aubergines,-1.892425315420635E-5,7.304783092905657E-5
Turkey,Grain mixed,-9.108221377848384E-5,9.250720175677737E-4
Nigeria,Yams,1.0136213391985276E-4,5.175568554294998E-4
Yemen,Bananas,-2.316489909701585E-5,1.3041988750969798E-4
Sri Lanka,Cabbages and other brassicas,1.6883748087859772E-6,3.1701668154289904E-4
Belgium,Potatoes,-2.7215987597412134E-5,1.675365435607088E-4
India,Safflower seed,9.686416285090685E-6,1.7062371225648533E-4
India,Beans dry,-2.8791567511896136E-5,1.0262401473564445E-4
Morocco,Quinces,2.6035931056969255E-5,1.351918822383743E-4
Belgium,Leeks other alliaceous vegetables,1.542429196623103E-5,1.890119260344916E-4
Lebanon,Figs,1.9767580813255262E-4,4.787319562029241E-4
Thailand,Jute,-1.4161493686143003E-6,1.2847283212820388E-4
Croatia,Tobacco unmanufactured,-3.8276162670089415E-6,-5.99086399363418E-6
Yemen,Beans dry,-2.2597005216654317E-4,1.433626937340493E-4
Georgia,Apples,-1.2650429019865918E-4,8.606412448990804E-5
Ukraine,Maize,4.575493965822899E-5,1.6971301360296822E-4
Mongolia,Cabbages and other brassicas,-1.6629991808546346E-5,3.1007870525552947E-4
Colombia,Coconuts,6.121655130261965E-6,6.192007168983377E-5
Japan,Wheat,-8.89950450245407E-6,5.130131112825477E-6
Slovenia,Raspberries,8.461951622922807E-6,6.640450750970063E-5
Greece,Tomatoes,-9.68102587340243E-6,2.8752107509409625E-4
Spain,Cherries sour,-1.629565855848445E-6,8.136735815295301E-5
Iran (Islamic Republic of),Jute,3.9586964883744655E-6,8.450314043241666E-5
Mexico,Lemons and limes,5.020799691099373E-5,3.4959531989497804E-4
Slovakia,Potatoes,-4.873929565574842E-5,7.501045046744961E-5
Denmark,Linseed,9.644105417908822E-5,1.0863646634999423E-4
Saint Lucia,Mangoes mangosteens guavas,-8.186460696542402E-6,3.11797317172969E-5
Madagascar,Potatoes,2.1391773986527795E-5,3.9862096590071E-4
Colombia,Sesame seed,2.7433003772076093E-5,2.941424385654588E-4
South Africa,Tangerines mandarins clementines satsumas,-5.2938490470055175E-5,2.787895777321791E-4
United Kingdom of Great Britain and Northern Ireland,Raspberries,3.6726177952368114E-6,3.6806874512349365E-4
Nepal,Fruit citrus nes,-1.3498192386682248E-6,1.9837347795003478E-4
Nicaragua,Cocoa beans,-3.359237435907063E-6,3.2344898577005814E-4
Albania,Chestnut,8.396241494681327E-8,1.1265108596380521E-5
Timor-Leste,Coffee green,0.0,0.0
Jordan,Tangerines mandarins clementines satsumas,1.024704614076447E-4,2.941754555452289E-4
Colombia,Groundnuts with shell,7.990269049933402E-5,2.390196290556513E-4
Croatia,Millet,-2.539458351385008E-6,1.4806699897510132E-4
Bolivia (Plurinational State of),Cucumbers and gherkins,8.816921530542699E-7,4.056867498150795E-6
El Salvador,Vegetables fresh nes,-1.606425864830936E-6,1.2370222924928937E-4
Yemen,Wheat,-1.0688760851293642E-5,1.5843640001596585E-4
New Zealand,Berries nes,1.6803049773267032E-5,4.7271509668455946E-4
China,Dates,1.862788559995412E-6,1.0094458864042974E-4
Colombia,Peas green,4.52998465730708E-6,-2.66318289421017E-6
Mozambique,Tobacco unmanufactured,7.036082262206059E-7,2.097675703430238E-4
Paraguay,Rapeseed,8.927208802803304E-8,9.733763798269333E-7
Hungary,Quinces,4.139860540697861E-5,4.248651305212903E-4
Yemen,Beans green,-1.1182630035816915E-6,6.413763460235288E-6
Bangladesh,Tangerines mandarins clementines satsumas,-1.4332706790174922E-6,2.2272411125675402E-4
Sweden,Beans dry,3.925439723428028E-6,5.621238157016788E-5
Lithuania,Plums and sloes,-3.882931583577461E-5,1.0702011629445778E-4
Honduras,Beans dry,1.0590882065973853E-4,3.4831977764592263E-4
Greece,Eggplants aubergines,-1.1500826044545187E-6,2.5895943682480415E-4
Nigeria,Millet,9.85554245967261E-6,3.7270047234447365E-4
Estonia,Grain mixed,2.1088000090202687E-4,7.701887349729065E-4
C�te d'Ivoire,Pineapples,1.597265108371154E-6,4.481263937924736E-4
Myanmar,Maize,3.625284793265584E-5,4.603619261505923E-4
New Zealand,Cucumbers and gherkins,9.086617462118633E-6,1.3286695503374055E-4
