agricultrendsyieldheatmap.crop,agricultrendsyieldheatmap.roundprecipitation,agricultrendsyieldheatmap.roundtemperature,agricultrendsyieldheatmap.yieldsum,agricultrendsyieldheatmap.yieldrecordnum,agricultrendsyieldheatmap.yieldavg
Cherries,120,8,526032.0,1,526032.0
Pineapples,260,26,1238126.0,7,176875.14285714287
Roots and Tubers Total,70,16,527005.0,3,175668.33333333334
Castor oil seed,170,21,52419.0,5,10483.8
Spinach,190,24,817192.0,12,68099.33333333333
Fruit citrus nes,270,25,349516.0,7,49930.857142857145
Fruit fresh nes,60,11,213003.0,6,35500.5
Cereals Rice Milled Eqv,30,15,145743.0,5,29148.6
Rye,30,9,74383.0,5,14876.6
Lettuce and chicory,260,25,1059895.0,12,88324.58333333333
Hazelnuts with shell,40,4,50581.0,4,12645.25
Cassava,290,21,100000.0,1,100000.0
Fibre Crops Primary,130,17,3867.0,2,1933.5
Tomatoes,90,2,3.7610551E7,14,2686467.9285714286
Vegetables Primary,240,28,677788.0,9,75309.77777777778
Cow peas dry,150,27,67413.0,8,8426.625
Soybeans,160,22,126797.0,13,9753.615384615385
Broad beans horse beans dry,80,21,50681.0,6,8446.833333333334
Oilcrops Oil Equivalent,330,28,1170.0,1,1170.0
Millet,20,5,24484.0,4,6121.0
Melons other inc.cantaloupes,130,12,1787281.0,7,255325.85714285713
Pears,130,12,1471326.0,7,210189.42857142858
Coffee green,70,21,228392.0,40,5709.8
Cauliflowers and broccoli,170,25,2093912.0,15,139594.13333333333
Peas dry,90,24,163339.0,20,8166.95
Oilcrops Oil Equivalent,30,8,28610.0,7,4087.1428571428573
Pumpkins squash and gourds,130,23,1051289.0,9,116809.88888888889
Oats,40,17,152008.0,11,13818.90909090909
Soybeans,40,12,143464.0,9,15940.444444444445
Cucumbers and gherkins,110,9,3.8690735E7,13,2976210.3846153845
Sunflower seed,40,3,35101.0,2,17550.5
Pulses Total,80,13,41640.0,4,10410.0
Coarse Grain Total,50,17,51398.0,3,17132.666666666668
Vegetables fresh nes,240,27,563503.0,9,62611.444444444445
Vanilla,90,23,12455.0,3,4151.666666666667
Carrots and turnips,60,19,276866.0,1,276866.0
Okra,40,16,268317.0,7,38331.0
Fruit citrus nes,160,22,294303.0,5,58860.6
Papayas,160,22,876599.0,4,219149.75
Asparagus,30,2,4167.0,1,4167.0
Rye,30,2,141761.0,6,23626.833333333332
Coarse Grain Total,60,26,8361.0,1,8361.0
Fruit tropical fresh nes,110,19,658734.0,7,94104.85714285714
Seed cotton,50,27,80932.0,9,8992.444444444445
Oil palm fruit,250,23,133333.0,1,133333.0
Fruit tropical fresh nes,30,19,204717.0,8,25589.625
Eggplants aubergines,120,20,123682.0,2,61841.0
Peas dry,130,9,91541.0,4,22885.25
Castor oil seed,70,25,5507.0,1,5507.0
Coarse Grain Total,70,25,29747.0,3,9915.666666666666
Potatoes,90,19,422777.0,6,70462.83333333333
Roots and Tubers Total,100,17,482889.0,7,68984.14285714286
Fruit stone nes,50,16,30569.0,1,30569.0
Pepper piper spp.,140,19,115511.0,4,28877.75
Vegetables Primary,80,8,2743341.0,10,274334.1
Cereals Rice Milled Eqv,80,8,469882.0,10,46988.2
Flax fibre and tow,70,7,39554.0,4,9888.5
Fibre Crops Primary,100,19,17551.0,3,5850.333333333333
Beans green,100,5,467441.0,4,116860.25
Tobacco unmanufactured,200,21,19512.0,1,19512.0
Carrots and turnips,90,21,341374.0,4,85343.5
Plantains and others,280,21,67143.0,1,67143.0
String beans,230,25,80576.0,1,80576.0
Gooseberries,100,5,158686.0,2,79343.0
Rye,140,7,61488.0,1,61488.0
Fruit fresh nes,10,7,49308.0,4,12327.0
Citrus Fruit Total,10,7,265911.0,3,88637.0
Berries nes,70,5,12195.0,2,6097.5
Oranges,10,27,386636.0,6,64439.333333333336
Beans dry,90,17,42230.0,7,6032.857142857143
Pumpkins squash and gourds,90,17,431212.0,7,61601.71428571428
Oranges,10,16,501091.0,6,83515.16666666667
Pumpkins squash and gourds,60,23,134451.0,5,26890.2
Melons other inc.cantaloupes,150,10,190834.0,2,95417.0
Plantains and others,290,22,74524.0,1,74524.0
Cucumbers and gherkins,80,8,1.4227351E7,9,1580816.7777777778
Maize,90,4,25346.0,1,25346.0
Oats,100,19,11021.0,3,3673.6666666666665
Fibre Crops Primary,120,21,6581.0,1,6581.0
Tangerines mandarins clementines satsumas,40,18,1477000.0,10,147700.0
Hops,120,10,79861.0,5,15972.2
Mushrooms and truffles,120,10,9146612.0,5,1829322.4
Pulses nes,170,12,13333.0,2,6666.5
Pepper piper spp.,110,19,52851.0,2,26425.5
Tomatoes,20,4,586874.0,3,195624.66666666666
Taro cocoyam,70,26,70000.0,1,70000.0
Vegetables leguminous nes,120,25,100000.0,1,100000.0
Peas green,120,25,20000.0,1,20000.0
Lentils,100,22,31652.0,5,6330.4
Broad beans horse beans dry,80,17,51000.0,2,25500.0
Maize green,280,28,6000.0,1,6000.0
Chicory roots,10,5,385586.0,1,385586.0
Citrus Fruit Total,80,25,277543.0,2,138771.5
Onions dry,140,22,256356.0,3,85452.0
Grapefruit inc. pomelos,250,22,81533.0,1,81533.0
Wheat,20,4,41731.0,3,13910.333333333334
Tobacco unmanufactured,70,5,82477.0,7,11782.42857142857
Sorghum,40,23,10891.0,1,10891.0
Rapeseed,100,4,21526.0,1,21526.0
Vegetables fresh nes,70,2,220497.0,1,220497.0
Oilcrops Oil Equivalent,30,29,4213.0,2,2106.5
Cucumbers and gherkins,50,1,3118851.0,6,519808.5
Plums and sloes,10,6,82939.0,4,20734.75
Chick peas,20,26,7692.0,1,7692.0
Cloves,180,26,1605.0,1,1605.0
Lupins,40,6,59967.0,5,11993.4
Mustard seed,50,22,6095.0,1,6095.0
Lemons and limes,240,27,81333.0,1,81333.0
Cereals nes,60,6,49350.0,3,16450.0
Anise badian fennel coriander,30,25,5000.0,1,5000.0
Seed cotton,270,25,9803.0,1,9803.0
Apples,160,24,203483.0,3,67827.66666666667
Ginger,60,7,446230.0,1,446230.0
Oilseeds nes,30,21,5906.0,1,5906.0
Sunflower seed,120,20,8500.0,1,8500.0
Pumpkins squash and gourds,190,23,96031.0,1,96031.0
Carrots and turnips,70,29,98354.0,1,98354.0
Vanilla,190,26,4135.0,1,4135.0
Coarse Grain Total,260,22,13333.0,1,13333.0
Rice paddy,210,22,75033.0,2,37516.5
Roots and tubers nes,210,22,20604.0,1,20604.0
Oats,140,4,29167.0,1,29167.0
Tangerines mandarins clementines satsumas,160,18,117680.0,1,117680.0
Fruit citrus nes,10,25,36667.0,1,36667.0
Onions shallots green,140,4,235294.0,1,235294.0
Peas green,120,24,36667.0,1,36667.0
Peas dry,140,13,23230.0,1,23230.0
Melons other inc.cantaloupes,190,26,773357.0,7,110479.57142857143
Lemons and limes,30,12,1036511.0,8,129563.875
Oilcrops,80,21,622525.0,48,12969.270833333334
Oilcrops,220,25,4346784.0,43,101088.0
Cassava,170,24,2288210.0,36,63561.38888888889
Coffee green,180,24,161148.0,28,5755.285714285715
Pigeon peas,90,23,114464.0,17,6733.176470588235
Pumpkins squash and gourds,80,24,1344017.0,18,74667.61111111111
Pigeon peas,80,24,177967.0,23,7737.695652173913
Sunflower seed,60,12,296150.0,15,19743.333333333332
Potatoes,80,10,5097447.0,23,221628.13043478262
Roots and tubers nes,250,25,2650828.0,27,98178.81481481482
Tobacco unmanufactured,80,22,337341.0,41,8227.829268292682
Grapefruit inc. pomelos,160,25,1820587.0,17,107093.35294117648
Lentils,20,27,24793.0,11,2253.909090909091
Oilcrops,30,1,103934.0,6,17322.333333333332
Ginger,100,28,11306.0,1,11306.0
Oilcrops Oil Equivalent,80,27,211481.0,55,3845.109090909091
Tomatoes,160,23,1118201.0,8,139775.125
Oilseeds nes,70,6,14747.0,2,7373.5
Beans green,70,6,133743.0,2,66871.5
Cauliflowers and broccoli,110,22,1299799.0,12,108316.58333333333
Vegetables fresh nes,10,26,1824185.0,19,96009.73684210527
Berries nes,260,25,1662759.0,21,79179.0
Cereals Rice Milled Eqv,40,0,264021.0,10,26402.1
Tomatoes,230,26,1380634.0,14,98616.71428571429
Pulses Total,0,18,128486.0,19,6762.421052631579
Cabbages and other brassicas,100,11,3323751.0,8,415468.875
Potatoes,100,11,1186140.0,9,131793.33333333334
Okra,0,26,2825629.0,21,134553.7619047619
Artichokes,40,12,618367.0,6,103061.16666666667
Quinces,40,12,680401.0,9,75600.11111111111
Cucumbers and gherkins,230,25,2889197.0,22,131327.13636363635
Groundnuts with shell,230,25,632619.0,29,21814.44827586207
Carrots and turnips,30,18,1.1705267E7,37,316358.5675675676
Potatoes,270,21,103846.0,2,51923.0
Fruit Primary,60,5,31628.0,2,15814.0
Fruit stone nes,40,14,116619.0,5,23323.8
Beans dry,170,24,161590.0,22,7345.0
Citrus Fruit Total,210,26,1531835.0,22,69628.86363636363
Linseed,10,21,138444.0,24,5768.5
Bananas,60,24,1295328.0,13,99640.61538461539
Cashew nuts with shell,60,24,53959.0,11,4905.363636363636
Coarse Grain Total,140,23,587611.0,25,23504.44
Fruit fresh nes,60,20,1410175.0,23,61311.95652173913
Cucumbers and gherkins,120,26,2413820.0,26,92839.23076923077
String beans,60,10,704872.0,11,64079.27272727273
Potatoes,40,15,2439586.0,13,187660.46153846153
Cauliflowers and broccoli,40,15,1994960.0,13,153458.46153846153
Pistachios,40,15,84248.0,6,14041.333333333334
Cabbages and other brassicas,200,26,3030910.0,22,137768.63636363635
Kiwi fruit,10,18,3283875.0,13,252605.76923076922
Peas dry,150,24,91598.0,12,7633.166666666667
Papayas,150,24,5003762.0,23,217554.86956521738
Tobacco unmanufactured,10,7,73438.0,4,18359.5
Wheat,50,14,699297.0,31,22557.967741935485
Anise badian fennel coriander,50,14,173635.0,25,6945.4
Linseed,150,25,88681.0,11,8061.909090909091
Avocados,140,26,482447.0,9,53605.22222222222
Lettuce and chicory,120,5,1886261.0,8,235782.625
Lemons and limes,60,11,899207.0,12,74933.91666666667
Cashew nuts with shell,80,26,56371.0,11,5124.636363636364
Chestnut,40,13,111373.0,5,22274.6
Vegetables Primary,40,1,3777083.0,18,209837.94444444444
Yams,100,20,835402.0,15,55693.46666666667
Karite nuts sheanuts,70,27,384284.0,16,24017.75
Lemons and limes,310,23,253179.0,4,63294.75
Chillies and peppers green,40,2,5482542.0,8,685317.75
Pulses nes,260,26,77547.0,7,11078.142857142857
Maize green,20,21,246707.0,1,246707.0
Oilcrops,50,10,603708.0,37,16316.432432432432
Linseed,50,20,99576.0,9,11064.0
Cashew nuts with shell,170,25,82358.0,6,13726.333333333334
Cow peas dry,60,28,121071.0,30,4035.7
Tobacco unmanufactured,280,25,66564.0,6,11094.0
Okra,30,19,2136907.0,14,152636.2142857143
Yams,240,25,2326140.0,19,122428.42105263157
Cereals nes,50,28,25679.0,7,3668.4285714285716
Soybeans,80,27,97274.0,18,5404.111111111111
Pulses nes,90,26,146759.0,34,4316.441176470588
Anise badian fennel coriander,20,19,45018.0,6,7503.0
Maize green,90,8,180417.0,1,180417.0
Cereals nes,40,11,271776.0,15,18118.4
Fibre Crops Primary,60,9,293864.0,15,19590.933333333334
Coconuts,70,23,521136.0,15,34742.4
Tomatoes,30,22,3541372.0,32,110667.875
Chillies and peppers dry,30,1,68907.0,3,22969.0
Sesame seed,200,25,117463.0,21,5593.476190476191
Coarse Grain Total,250,27,27349.0,2,13674.5
Sesame seed,10,17,189712.0,32,5928.5
Oats,110,7,67792.0,2,33896.0
Fruit Primary,180,23,2145927.0,18,119218.16666666667
Bastfibres other,60,8,88627.0,9,9847.444444444445
Grapefruit inc. pomelos,110,19,767028.0,7,109575.42857142857
Sunflower seed,40,21,209312.0,29,7217.6551724137935
Jute,40,21,46521.0,7,6645.857142857143
Vegetables leguminous nes,80,20,156432.0,9,17381.333333333332
Spices nes,20,12,7839.0,5,1567.8
Anise badian fennel coriander,60,14,28745.0,4,7186.25
Berries nes,60,14,213304.0,4,53326.0
Seed cotton,100,26,234810.0,28,8386.07142857143
Vegetables leguminous nes,120,20,296738.0,8,37092.25
Roots and Tubers Total,130,18,223066.0,3,74355.33333333333
Tobacco unmanufactured,120,17,171620.0,6,28603.333333333332
Mangoes mangosteens guavas,270,27,1063161.0,3,354387.0
Jute,220,25,83987.0,5,16797.4
Oilcrops Oil Equivalent,170,11,12203.0,6,2033.8333333333333
Taro cocoyam,50,11,670176.0,9,74464.0
String beans,50,11,869519.0,12,72459.91666666667
Taro cocoyam,100,24,498939.0,14,35638.5
Currants,20,12,130000.0,2,65000.0
Plantains and others,150,22,740540.0,9,82282.22222222222
Pistachios,60,6,25781.0,2,12890.5
Karite nuts sheanuts,50,29,41485.0,2,20742.5
Poppy seed,60,7,60113.0,9,6679.222222222223
Melons other inc.cantaloupes,150,21,349820.0,4,87455.0
Chillies and peppers green,10,6,530714.0,4,132678.5
Areca nuts,160,28,53664.0,7,7666.285714285715
Cabbages and other brassicas,260,25,2135425.0,16,133464.0625
Rice paddy,70,28,262806.0,15,17520.4
Oilcrops Cake Equivalent,30,26,11681.0,6,1946.8333333333333
String beans,150,11,136242.0,2,68121.0
Tangerines mandarins clementines satsumas,140,11,1822159.0,12,151846.58333333334
Fruit fresh nes,180,12,57918.0,1,57918.0
Pulses nes,90,6,189540.0,10,18954.0
Chillies and peppers green,170,11,128047.0,3,42682.333333333336
Sesame seed,140,21,60949.0,8,7618.625
Figs,80,15,19877.0,4,4969.25
Mustard seed,160,12,31725.0,5,6345.0
Oil palm fruit,40,28,500000.0,5,100000.0
Cereals nes,190,22,6849.0,2,3424.5
Castor oil seed,40,17,62963.0,10,6296.3
Coarse Grain Total,40,17,248328.0,11,22575.272727272728
Coffee green,80,22,233528.0,41,5695.804878048781
Oilcrops Oil Equivalent,40,9,251999.0,44,5727.25
Millet,40,6,458727.0,31,14797.645161290322
Grapes,70,22,586906.0,11,53355.09090909091
Sugar cane,80,20,7100080.0,14,507148.5714285714
Figs,120,12,277523.0,2,138761.5
Watermelons,30,22,1975102.0,12,164591.83333333334
Oranges,50,29,87545.0,2,43772.5
Seed cotton,90,28,83117.0,9,9235.222222222223
Cereals nes,10,18,56224.0,8,7028.0
Cherries,150,11,83619.0,2,41809.5
Sorghum,0,21,311456.0,10,31145.6
Linseed,160,22,5538.0,2,2769.0
Sugar beet,160,22,293093.0,4,73273.25
Chillies and peppers green,190,23,254493.0,2,127246.5
Avocados,30,25,126286.0,1,126286.0
Almonds with shell,30,13,79345.0,3,26448.333333333332
Seed cotton,80,19,21390.0,2,10695.0
Soybeans,30,9,53952.0,4,13488.0
Groundnuts with shell,40,7,271240.0,9,30137.777777777777
Oilcrops,330,23,73662.0,2,36831.0
Oranges,330,23,71429.0,1,71429.0
Vegetables fresh nes,150,23,2103919.0,26,80919.96153846153
Roots and tubers nes,90,21,138847.0,4,34711.75
Oilcrops,270,23,259769.0,2,129884.5
Treenuts Total,20,5,36106.0,2,18053.0
Hempseed,100,14,2655.0,1,2655.0
Watermelons,100,14,56667.0,1,56667.0
Wheat,20,2,83171.0,4,20792.75
Chick peas,80,16,18434.0,3,6144.666666666667
Fruit fresh nes,30,5,110686.0,5,22137.2
Strawberries,40,5,127763.0,4,31940.75
String beans,60,7,92457.0,1,92457.0
Taro cocoyam,20,17,230000.0,1,230000.0
Fruit stone nes,30,21,53928.0,1,53928.0
Cucumbers and gherkins,210,22,204226.0,2,102113.0
Berries nes,50,15,261184.0,8,32648.0
Oilseeds nes,70,12,22592.0,2,11296.0
Sesame seed,90,10,9517.0,2,4758.5
Plums and sloes,100,20,240219.0,4,60054.75
Fruit tropical fresh nes,220,27,98589.0,2,49294.5
Leeks other alliaceous vegetables,70,1,735899.0,3,245299.66666666666
Sunflower seed,100,16,5435.0,1,5435.0
Bambara beans,110,24,60703.0,10,6070.3
Cabbages and other brassicas,170,22,772304.0,5,154460.8
Coffee green,240,23,8680.0,1,8680.0
Tomatoes,260,23,368365.0,4,92091.25
Carrots and turnips,220,25,2365183.0,14,168941.64285714287
Garlic,20,5,236577.0,2,118288.5
Watermelons,60,27,352604.0,2,176302.0
Ginger,220,23,114357.0,2,57178.5
Blueberries,10,18,219859.0,5,43971.8
Maize green,30,19,391658.0,3,130552.66666666667
Roots and tubers nes,90,9,215251.0,1,215251.0
Sweet potatoes,200,27,179135.0,2,89567.5
Cloves,140,25,15929.0,6,2654.8333333333335
Vetches,100,7,19994.0,1,19994.0
Spices nes,290,27,4167.0,1,4167.0
Cloves,90,27,11235.0,3,3745.0
Cereals Total,220,22,10105.0,1,10105.0
Vetches,80,5,35929.0,2,17964.5
Carobs,50,10,57269.0,2,28634.5
Onions dry,0,29,480722.0,2,240361.0
Cereals nes,140,13,9091.0,1,9091.0
Fruit stone nes,70,9,184154.0,2,92077.0
Sunflower seed,70,9,65686.0,4,16421.5
Mustard seed,70,9,37667.0,3,12555.666666666666
Taro cocoyam,260,28,48571.0,1,48571.0
Pulses Total,110,28,7614.0,1,7614.0
Lemons and limes,280,26,200867.0,4,50216.75
Cereals Total,160,10,104686.0,2,52343.0
Grapefruit inc. pomelos,160,10,341880.0,1,341880.0
Maize green,190,24,62762.0,2,31381.0
Cashew nuts with shell,230,24,330003.0,4,82500.75
Onions shallots green,60,22,109173.0,2,54586.5
Rapeseed,60,22,6923.0,1,6923.0
Apricots,80,9,24000.0,1,24000.0
Roots and tubers nes,40,15,193615.0,1,193615.0
Papayas,250,27,584518.0,4,146129.5
Tomatoes,60,3,6916362.0,2,3458181.0
Maize,130,6,166744.0,2,83372.0
Watermelons,150,22,194477.0,2,97238.5
Onions dry,150,7,270971.0,1,270971.0
Peas dry,150,7,38857.0,1,38857.0
Oilcrops Oil Equivalent,320,25,2255.0,1,2255.0
Cereals nes,100,5,24697.0,1,24697.0
Vegetables Primary,290,22,101468.0,1,101468.0
Tangerines mandarins clementines satsumas,110,22,74964.0,1,74964.0
Triticale,70,20,16404.0,1,16404.0
Watermelons,20,3,355346.0,2,177673.0
Plums and sloes,170,12,21580.0,1,21580.0
Tangerines mandarins clementines satsumas,50,18,67961.0,1,67961.0
Taro cocoyam,50,18,220000.0,1,220000.0
Coarse Grain Total,10,5,7879.0,1,7879.0
Beans green,50,18,91286.0,1,91286.0
Tomatoes,70,12,8980421.0,25,359216.84
Cereals Total,230,25,837744.0,35,23935.542857142857
Seed cotton,230,25,239919.0,16,14994.9375
Strawberries,50,21,3013023.0,23,131001.0
Maize,50,15,1514569.0,35,43273.4
Vegetables Primary,50,15,7518135.0,35,214803.85714285713
Sorghum,60,27,191600.0,23,8330.434782608696
Broad beans horse beans dry,50,3,87371.0,4,21842.75
Pepper piper spp.,130,26,304568.0,15,20304.533333333333
Lemons and limes,20,19,9623828.0,59,163115.7288135593
Lettuce and chicory,0,26,1.1058053E7,41,269708.60975609755
Beans dry,150,25,278666.0,39,7145.282051282052
Fibre crops nes,30,-5,11875.0,1,11875.0
Oilcrops Cake Equivalent,50,14,244672.0,31,7892.645161290323
Flax fibre and tow,50,14,163334.0,20,8166.7
Rye,50,10,810256.0,37,21898.81081081081
Mustard seed,150,26,18036.0,3,6012.0
Cabbages and other brassicas,200,25,4689859.0,44,106587.70454545454
Cashew nuts with shell,180,25,52579.0,7,7511.285714285715
Cereals Total,180,25,1002742.0,49,20464.122448979593
Sweet potatoes,110,25,2751590.0,52,52915.192307692305
Lentils,10,11,28378.0,4,7094.5
Pulses nes,160,27,75089.0,9,8343.222222222223
Citrus Fruit Total,160,27,466723.0,8,58340.375
Avocados,60,22,111623.0,2,55811.5
Lettuce and chicory,30,21,4656317.0,25,186252.68
Hazelnuts with shell,60,8,15883.0,7,2269.0
Persimmons,60,8,217658.0,6,36276.333333333336
Hops,40,6,278532.0,16,17408.25
Dates,40,6,1833200.0,28,65471.42857142857
Vegetables fresh nes,180,21,197791.0,2,98895.5
Oilcrops Cake Equivalent,0,25,192216.0,24,8009.0
Avocados,30,18,1856447.0,35,53041.34285714286
Roots and Tubers Total,50,11,4532405.0,24,188850.20833333334
Groundnuts with shell,110,23,138955.0,15,9263.666666666666
Poppy seed,40,14,92743.0,10,9274.3
Vegetables Primary,40,2,4349205.0,18,241622.5
Asparagus,10,18,2692536.0,20,134626.8
Cow peas dry,130,22,57309.0,8,7163.625
Bastfibres other,280,26,51638.0,2,25819.0
Safflower seed,50,14,154062.0,20,7703.1
Grapefruit inc. pomelos,40,19,2467759.0,10,246775.9
Tobacco unmanufactured,70,21,407749.0,43,9482.53488372093
Hops,60,7,124206.0,9,13800.666666666666
Spinach,30,10,1109149.0,11,100831.72727272728
Quinces,60,13,1385167.0,9,153907.44444444444
Roots and Tubers Total,50,6,1.1463932E7,60,191065.53333333333
Safflower seed,60,20,87424.0,7,12489.142857142857
Tea,20,29,100901.0,9,11211.222222222223
Peas green,30,19,2132169.0,22,96916.77272727272
Sesame seed,250,24,48014.0,9,5334.888888888889
Avocados,140,24,2579026.0,35,73686.45714285714
Beans green,40,3,184565.0,6,30760.833333333332
Pyrethrum dried,140,21,36348.0,8,4543.5
Lupins,140,21,55741.0,8,6967.625
Roots and tubers nes,70,27,1031114.0,11,93737.63636363637
Garlic,160,21,245246.0,7,35035.142857142855
Fonio,100,26,116901.0,20,5845.05
Sugar cane,100,23,1.1060962E7,19,582155.8947368421
Oats,70,13,165543.0,8,20692.875
Fruit fresh nes,120,12,292229.0,5,58445.8
Cauliflowers and broccoli,100,0,129698.0,1,129698.0
Vegetables fresh nes,30,-8,6097989.0,25,243919.56
Watermelons,40,7,4802245.0,18,266791.3888888889
Sugar beet,30,17,1766692.0,6,294448.6666666667
Beans dry,50,12,159419.0,14,11387.07142857143
Peas dry,10,27,77458.0,20,3872.9
Fibre crops nes,160,26,31746.0,2,15873.0
Cereals Rice Milled Eqv,70,15,156961.0,8,19620.125
Groundnuts with shell,90,18,88326.0,12,7360.5
Grapefruit inc. pomelos,60,19,919658.0,5,183931.6
Onions shallots green,100,8,476521.0,5,95304.2
Tomatoes,80,1,3.6924221E7,17,2172013.0
Chillies and peppers green,110,20,659923.0,11,59993.0
Broad beans horse beans dry,200,25,83500.0,8,10437.5
Berries nes,60,3,16667.0,2,8333.5
Taro cocoyam,50,10,117895.0,2,58947.5
Flax fibre and tow,40,11,128333.0,11,11666.636363636364
Sesame seed,40,19,21299.0,5,4259.8
Vegetables Primary,40,27,1497253.0,9,166361.44444444444
Pigeon peas,90,12,30525.0,5,6105.0
Sweet potatoes,10,19,2217499.0,10,221749.9
Chestnut,120,25,80173.0,8,10021.625
Nuts nes,60,14,55236.0,3,18412.0
Cabbages and other brassicas,110,8,1145649.0,5,229129.8
Tea,120,26,97899.0,9,10877.666666666666
Vegetables fresh nes,10,20,4565432.0,48,95113.16666666667
Plums and sloes,10,20,1783494.0,26,68595.92307692308
Oranges,80,6,65458.0,2,32729.0
Avocados,220,27,334961.0,2,167480.5
Sugar cane,280,21,1040000.0,4,260000.0
Carrots and turnips,80,14,300000.0,1,300000.0
Vegetables fresh nes,80,10,3118465.0,21,148498.33333333334
Sugar cane,10,14,599867.0,3,199955.66666666666
Vetches,60,23,90806.0,8,11350.75
Cucumbers and gherkins,60,23,1394414.0,8,174301.75
Vegetables fresh nes,130,28,156055.0,3,52018.333333333336
Fruit citrus nes,230,25,497272.0,12,41439.333333333336
Tobacco unmanufactured,180,26,172778.0,16,10798.625
Hops,60,6,85227.0,7,12175.285714285714
Carrots and turnips,250,25,2153556.0,12,179463.0
Grapefruit inc. pomelos,170,21,958088.0,5,191617.6
Cabbages and other brassicas,40,13,3268589.0,13,251429.92307692306
Peaches and nectarines,80,16,225695.0,3,75231.66666666667
